,kId,group,make,model,year,imageLink,stockPerformancePoints,maxPerformancePoints,stockDrivetrain,stockIngamePrice,carSource,stockSpeed,stockHandling,stockAcceleration,stockLaunch,stockBraking,stockOffroad,stockTopSpeedKmh,stockLateralGs,stock0To97,stock0To161,stockHorsepower,stockWeightLbs
403,406,CLASSIC MUSCLE,Pontiac,Firebird Trans Am,1977,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_406.jpg?v=1,418,938.0,RWD,45000,Autoshow,5.1,3.9,3.1,2.0,2.1,5.7,219.0,0.77,7.884,21.983,201,3800
404,407,RETRO MUSCLE,Pontiac,Firebird Trans Am GTA,1987,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_407.jpg?v=1,485,940.0,RWD,25000,Autoshow,5.5,4.1,3.4,3.1,2.4,4.8,238.5,0.83,7.07,18.684,210,3483
405,408,RARE CLASSICS,Porsche,356 A 1600 Super,1959,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_408.jpg?v=1,241,936.0,RWD,240000,Autoshow,3.8,3.7,1.8,2.1,1.8,5.3,170.6,0.75,14.1,65.145,75,1931
406,409,CLASSIC RACERS,Porsche,#3 917 LH,1970,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_409.jpg?v=1,856,981.0,RWD,15000000,Autoshow,8.2,5.9,7.2,7.1,4.9,4.0,357.6,1.09,2.4,4.787,601,2044
407,410,CLASSIC SPORTS CARS,Porsche,914/6,1970,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_410.jpg?v=1,427,931.0,RWD,24000,Autoshow,4.4,4.2,3.4,2.8,2.5,5.2,196.3,0.82,8.7,26.4,125,2196
408,411,RETRO SUPERCARS,Porsche,911 Turbo 3.3,1982,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_411.jpg?v=1,666,944.0,RWD,150000,Autoshow,5.6,5.2,4.8,2.0,4.1,5.2,251.4,0.91,5.1,12.2,296,2866
409,412,RALLY MONSTERS,Porsche,#185 959 Prodrive Rally Raid,1985,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_412.jpg?v=1,742,981.0,AWD,1500000,Autoshow,6.1,5.4,7.5,6.1,4.3,7.6,279.9,1.01,4.5,10.0,394,3322
410,413,RETRO SUPERCARS,Porsche,959,1987,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_413.jpg?v=1,764,984.0,AWD,2000000,Autoshow,7.3,6.2,8.2,4.7,4.9,4.7,322.4,1.08,3.6,8.2,450,3190
411,414,RETRO SPORTS CARS,Porsche,944 Turbo,1989,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_414.jpg?v=1,651,961.0,RWD,35000,Autoshow,5.8,5.3,4.9,2.6,4.1,5.3,259.1,1.04,5.5,14.082,247,3115
412,415,RALLY MONSTERS,Porsche,#65 Rothsport Racing 911 'Desert Flyer',1989,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_415.jpg?v=1,694,914.0,RWD,500000,Autoshow,4.8,5.0,5.7,4.8,4.1,8.5,214.0,0.88,4.215,10.877,325,2840
413,416,RETRO SPORTS CARS,Porsche,968 Turbo S,1993,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_416.jpg?v=1,701,973.0,RWD,140000,Autoshow,6.2,5.2,5.3,4.5,4.1,4.8,273.6,1.07,4.683,11.7,305,2866
414,417,RETRO SUPERCARS,Porsche,911 GT2,1995,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_417.jpg?v=1,753,955.0,RWD,550000,Autoshow,6.5,6.3,6.7,5.7,5.3,4.5,290.2,1.1,3.9,8.682,424,2855
415,418,RETRO SUPERCARS,Porsche,911 GT1 Strassenversion,1998,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_418.jpg?v=1,840,999.0,RWD,2500000,Autoshow,7.2,7.9,6.0,6.3,8.7,3.9,318.2,1.24,3.6,7.1,536,2646
416,419,RETRO SUPERCARS,Porsche,Carrera GT,2003,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_419.jpg?v=1,845,992.0,RWD,1000000,Autoshow,7.6,7.1,6.6,7.2,7.5,4.5,337.6,1.16,3.584,7.0,605,3258
417,420,RETRO SUPERCARS,Porsche,911 GT3,2004,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_420.jpg?v=1,778,942.0,RWD,65000,Autoshow,7.1,6.9,6.4,5.7,5.3,4.8,316.9,1.09,4.2,9.5,381,3160
418,421,TRACK TOYS,Porsche,911 GT2 RS,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_421.jpg?v=1,860,958.0,RWD,240000,Autoshow,7.7,7.6,8.0,6.3,7.7,4.6,343.1,1.25,3.481,6.681,611,3020
419,422,MODERN SUPERCARS,Porsche,911 Turbo S,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_422.jpg?v=1,808,950.0,AWD,150000,Autoshow,7.9,6.6,8.3,9.3,6.7,4.6,347.0,1.09,2.6,6.817,560,3607
420,423,HYPERCARS,Porsche,918 Spyder,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_423.jpg?v=1,920,999.0,AWD,850000,Autoshow,8.8,8.9,10.0,10.0,9.3,4.6,390.3,1.29,2.2,4.9,887,3692
421,424,MODERN SPORTS CARS,Porsche,Cayman GTS,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_424.jpg?v=1,767,963.0,RWD,80000,Autoshow,6.6,6.4,6.1,6.2,5.2,4.6,290.5,1.1,4.284,9.883,340,2965
422,425,TRACK TOYS,Porsche,911 GT3 RS,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_425.jpg?v=1,864,984.0,RWD,235000,Autoshow,7.8,8.3,7.4,7.8,8.0,4.5,342.6,1.27,2.985,6.983,493,3131
423,426,TRACK TOYS,Porsche,Cayman GT4,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_426.jpg?v=1,819,976.0,RWD,85000,Autoshow,7.0,8.1,6.8,6.6,7.6,4.2,311.6,1.23,4.082,9.0,385,2955
424,427,SUPER SALOONS,Porsche,Panamera Turbo,2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_427.jpg?v=1,767,935.0,AWD,150000,Autoshow,7.6,6.3,7.1,8.2,6.1,5.1,332.7,0.97,3.4,8.22,550,4398
425,428,MODERN SPORTS CARS,Porsche,718 Cayman GTS,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_428.jpg?v=1,785,957.0,RWD,90000,Autoshow,6.8,7.3,6.4,7.0,5.6,4.4,289.4,1.1,3.586,8.684,361,3135
426,429,TRACK TOYS,Porsche,911 GT2 RS,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_429.jpg?v=1,888,999.0,RWD,315000,Autoshow,8.0,8.6,7.5,8.3,8.3,4.2,352.8,1.28,2.9,5.7,691,3197
427,430,SPORTS UTILITY HEROES,Porsche,Cayenne Turbo,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_430.jpg?v=1,744,921.0,AWD,220000,Autoshow,6.7,5.3,7.4,9.8,6.0,5.9,293.1,0.96,3.7,9.5,550,4795
428,431,OFFROAD,Porsche,Macan LPR Rally Raid,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_431.jpg?v=1,637,867.0,AWD,250000,Wheelspin,5.1,3.9,4.7,4.6,4.7,10.0,227.2,0.84,4.939,12.968,360,4899
429,432,MODERN SPORTS CARS,Porsche,911 Carrera S,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_432.jpg?v=1,819,999.0,RWD,105000,Autoshow,7.4,7.4,6.4,6.9,7.9,4.5,326.9,1.14,3.373,7.769,444,3340
430,433,TRACK TOYS,Porsche,911 GT3 RS,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_433.jpg?v=1,860,976.0,RWD,255000,Autoshow,7.2,8.4,7.4,7.6,8.2,4.4,319.9,1.28,3.0,6.9,514,3153
431,434,SPORTS UTILITY HEROES,Porsche,Macan Turbo,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_434.jpg?v=1,695,922.0,AWD,135000,Autoshow,6.2,4.9,5.8,9.4,4.0,6.3,277.0,0.92,3.7,10.4,434,4277
432,435,SUPER SALOONS,Porsche,Taycan Turbo S,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_435.jpg?v=1,807,912.0,AWD,185000,Autoshow,6.1,5.7,8.5,9.6,6.0,4.4,275.8,0.95,2.4,6.0,752,5121
433,436,SUPER SALOONS,Porsche,"Taycan Turbo S ""Welcome Pack""",-1,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_436.jpg?v=1,900,951.0,AWD,185000,Autoshow,10.0,7.8,9.7,10.0,7.2,4.4,431.8,1.21,2.4,6.0,902,3858
434,437,EXTREME TRACK TOYS,Radical,RXC Turbo,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_437.jpg?v=1,928,999.0,RWD,330000,Wheelspin,7.0,9.6,7.1,5.8,9.0,4.0,312.9,1.39,2.587,5.186,454,2072
435,438,PICK-UP & 4X4'S,RAM,2500 Power Wagon,2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_438.jpg?v=1,467,883.0,AWD,47000,Autoshow,5.2,3.3,2.8,1.8,2.8,8.9,229.8,0.77,7.7,21.883,410,7044
436,439,CULT CARS,Reliant,Supervan III,1972,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_439.jpg?v=1,100,905.0,RWD,35000,Autoshow,2.6,3.4,2.2,4.5,2.0,5.6,122.0,0.71,19.0,,32,1004
437,440,RETRO RALLY,Renault,5 Turbo,1980,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_440.jpg?v=1,521,915.0,RWD,120000,Autoshow,4.6,4.3,4.6,3.4,2.9,6.0,205.4,0.86,6.7,19.3,157,2138
438,441,RETRO HOT HATCH,Renault,Clio Williams,1993,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_441.jpg?v=1,511,923.0,FWD,30000,Autoshow,4.7,4.8,4.0,3.1,2.9,4.8,213.1,0.86,7.718,20.818,142,2233
439,442,SUPER HOT HATCH,Renault,Mégane R26.R,2008,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_442.jpg?v=1,678,913.0,FWD,28000,Autoshow,5.4,6.0,4.8,4.0,5.2,4.7,243.2,0.97,5.918,14.318,227,2712
440,443,HOT HATCH,Renault,Clio R.S. 200 EDC,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_443.jpg?v=1,595,906.0,FWD,29000,Autoshow,5.1,5.1,4.4,4.5,3.6,4.9,225.7,0.91,6.483,16.683,197,2685
441,444,SUPER HOT HATCH,Renault,MEGANE R.S.,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_444.jpg?v=1,670,891.0,FWD,37000,Autoshow,5.7,6.0,4.5,4.6,4.4,5.0,254.8,0.96,5.931,14.216,275,3153
442,445,HYPERCARS,Rimac,Concept Two,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_445.jpg?v=1,963,999.0,AWD,2000000,Autoshow,9.1,7.5,9.9,10.0,9.3,3.8,420.5,1.25,1.85,4.3,1887,4299
443,446,UNLIMITED OFFROAD,RJ Anderson,#37 Polaris RZR-Rockstar Energy Pro 2 Truck,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_446.jpg?v=1,776,892.0,RWD,500000,Autoshow,5.9,3.7,4.5,4.2,5.1,9.9,254.5,0.95,4.379,8.54,850,3750
444,447,RETRO SUPERCARS,Saleen,S7,2004,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_447.jpg?v=1,855,986.0,RWD,388000,Wheelspin,7.9,7.4,7.1,7.0,6.7,4.7,350.0,1.19,3.283,7.58,575,2756
445,448,MODERN SUPERCARS,Saleen,S1,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_448.jpg?v=1,821,987.0,RWD,200000,Autoshow,6.5,7.2,7.2,5.9,6.3,4.7,289.8,1.17,3.483,8.68,450,2685
446,449,RARE CLASSICS,Shelby,Cobra 427 S/C,1965,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_449.jpg?v=1,694,962.0,RWD,2100000,Autoshow,5.9,4.1,4.5,4.6,3.2,4.5,256.9,0.88,4.274,8.771,425,2350
447,450,CLASSIC RACERS,Shelby,Cobra Daytona Coupe,1965,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_450.jpg?v=1,637,933.0,RWD,30000000,Autoshow,6.7,3.9,3.7,2.9,2.8,4.7,296.1,0.86,3.986,8.782,390,2300
448,451,UTV'S,SIERRA Cars,RX3,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_451.jpg?v=1,737,860.0,RWD,45000,Autoshow,4.3,5.1,6.4,7.1,5.9,7.7,194.2,1.18,2.787,7.485,194,925
449,452,RETRO RALLY,Subaru,Impreza 22B-STi Version,1998,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_452.jpg?v=1,640,916.0,AWD,110000,Wheelspin,5.6,5.5,5.0,3.2,3.6,5.3,246.1,0.93,4.7,13.517,276,2800
450,453,MODERN RALLY,Subaru,IMPREZA WRX STi,2004,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_453.jpg?v=1,652,932.0,AWD,28000,Autoshow,5.9,5.3,6.0,3.6,3.6,5.6,260.1,0.91,4.919,12.6,278,3270
451,454,MODERN RALLY,Subaru,IMPREZA WRX STI,2005,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_454.jpg?v=1,669,929.0,AWD,51000,Autoshow,6.2,5.3,6.3,3.2,3.6,5.7,271.1,0.91,4.5,12.1,311,3315
452,455,MODERN RALLY,Subaru,IMPREZA WRX STI,2008,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_455.jpg?v=1,649,904.0,AWD,31000,Autoshow,5.7,5.5,5.4,3.8,3.7,5.6,252.8,0.92,5.0,12.6,305,3395
453,456,MODERN RALLY,Subaru,WRX STI,2011,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_456.jpg?v=1,668,917.0,AWD,33000,Autoshow,6.0,5.7,5.1,2.8,3.9,5.9,266.3,0.93,5.5,14.2,305,3384
454,457,MODERN SPORTS CARS,Subaru,BRZ,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_457.jpg?v=1,581,959.0,RWD,32000,Autoshow,5.7,5.1,4.2,3.6,3.1,4.8,247.0,0.91,6.3,16.4,200,2764
455,458,MODERN RALLY,Subaru,WRX STI,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_458.jpg?v=1,675,919.0,AWD,42000,Autoshow,6.0,5.7,5.5,3.1,3.9,5.6,265.9,0.93,4.8,12.618,305,3386
456,459,RARE CLASSICS,Toyota,2000GT,1969,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_459.jpg?v=1,487,934.0,RWD,750000,Autoshow,5.1,4.3,3.7,2.7,2.6,5.0,227.9,0.79,8.183,23.081,150,2550
457,460,CLASSIC SPORTS CARS,Toyota,Celica GT,1974,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_460.jpg?v=1,315,956.0,RWD,20000,Autoshow,4.0,3.8,2.7,2.5,2.0,4.9,180.1,0.78,12.6,46.979,97,2392
458,461,PICK-UP & 4X4'S,Toyota,FJ40,1979,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_461.jpg?v=1,269,911.0,AWD,55000,Autoshow,3.4,3.0,2.4,3.4,2.3,7.5,153.9,0.74,14.0,,135,3417
459,462,RETRO SPORTS CARS,Toyota,Sprinter Trueno GT Apex,1985,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_462.jpg?v=1,480,969.0,RWD,20000,Wheelspin,4.5,4.3,4.0,3.4,2.6,5.2,201.5,0.84,8.7,26.079,128,2094
460,463,RETRO SPORTS CARS,Toyota,MR2 SC,1989,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_463.jpg?v=1,502,923.0,RWD,20000,Autoshow,5.1,4.7,3.8,3.3,2.8,5.4,225.6,0.84,7.0,19.7,145,2620
461,464,RETRO SPORTS CARS,Toyota,Supra 2.0 GT,1992,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_464.jpg?v=1,558,947.0,RWD,20000,Autoshow,5.4,5.1,4.1,2.7,3.0,5.1,239.5,0.88,8.18,19.3,206,3329
462,465,RETRO RALLY,Toyota,Celica GT-Four RC ST185,1992,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_465.jpg?v=1,544,941.0,AWD,25000,Autoshow,5.8,4.5,4.7,2.9,2.7,5.5,254.4,0.84,6.7,20.0,232,3219
463,466,RETRO RALLY,Toyota,Celica GT-Four ST205,1994,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_466.jpg?v=1,590,906.0,AWD,20000,Wheelspin,6.1,4.9,5.1,2.9,3.0,5.3,266.8,0.86,5.97,17.0,255,3175
464,467,RETRO SPORTS CARS,Toyota,Supra RZ,1998,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_467.jpg?v=1,646,985.0,RWD,38000,Autoshow,6.4,5.4,4.6,3.1,3.5,4.7,282.7,0.92,5.3,12.6,320,3329
465,468,RETRO SPORTS CARS,Toyota,"Supra RZ ""Welcome Pack""",-1,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_468.jpg?v=1,800,986.0,RWD,38000,Autoshow,7.5,6.7,5.9,4.3,5.8,4.1,333.5,1.14,5.279,12.575,505,3252
466,469,MODERN SPORTS CARS,Toyota,86,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_469.jpg?v=1,579,958.0,RWD,28800,Autoshow,5.5,5.2,4.2,3.6,3.2,4.8,237.5,0.91,6.3,16.383,197,2734
467,470,MODERN SPORTS CARS,Toyota,GR Supra,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_470.jpg?v=1,731,972.0,RWD,55000,Autoshow,6.2,6.1,5.5,5.8,4.6,4.8,271.0,0.99,3.775,9.472,335,3397
468,471,RETRO SUPERCARS,TVR,Cerbera Speed 12,1998,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_471.jpg?v=1,861,999.0,RWD,500000,Autoshow,8.7,6.7,5.4,5.7,6.6,3.4,385.5,1.22,3.486,6.0,800,2150
469,472,RETRO SPORTS CARS,TVR,Sagaris,2005,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_472.jpg?v=1,779,975.0,RWD,86000,Autoshow,6.7,6.2,5.3,5.5,5.0,4.3,296.3,1.03,3.688,8.085,406,2377
470,473,MODERN SPORTS CARS,TVR,Griffith,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_473.jpg?v=1,825,999.0,RWD,105000,Autoshow,7.2,7.7,5.9,6.3,6.9,4.2,319.1,1.14,3.869,7.783,480,2645
471,474,EXTREME TRACK TOYS,Ultima,Evolution Coupe 1020,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_474.jpg?v=1,961,999.0,RWD,300000,Autoshow,8.8,9.5,7.7,8.4,7.9,3.9,393.2,1.37,2.344,4.653,1020,2094
472,475,MODERN MUSCLE,Vauxhall,Monaro VXR,2005,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_475.jpg?v=1,696,939.0,RWD,25000,Autoshow,7.1,5.6,4.9,4.1,4.3,5.2,300.0,0.91,5.3,12.581,398,3697
473,476,HOT HATCH,Vauxhall,Corsa VXR,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_476.jpg?v=1,584,890.0,FWD,28000,Autoshow,5.1,5.3,3.3,4.2,3.6,4.7,227.5,0.9,6.516,17.017,202,2851
474,477,CULT CARS,Volkswagen,Type 2 De Luxe,1963,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_477.jpg?v=1,100,910.0,RWD,40000,Autoshow,2.6,3.6,1.5,3.0,2.0,5.7,118.1,0.73,26.0,,50,2513
475,478,CULT CARS,Volkswagen,Beetle,1963,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_478.jpg?v=1,100,940.0,RWD,20000,Accolade,2.9,3.7,1.7,2.9,1.9,5.7,132.6,0.76,23.0,,40,1760
476,479,BUGGIES,Volkswagen,Class 5/1600 Baja Bug,1969,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_479.jpg?v=1,349,918.0,RWD,60000,Autoshow,3.5,4.6,2.5,4.7,3.1,7.7,158.4,0.86,13.5,,80,2400
477,480,BUGGIES,Volkswagen,#1107 Desert Dingo Racing Stock Bug,1970,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_480.jpg?v=1,371,911.0,RWD,25000,Autoshow,3.8,3.4,2.8,2.9,2.3,8.5,169.6,0.83,12.04,50.919,93,2165
478,481,RETRO HOT HATCH,Volkswagen,Scirocco S,1981,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_481.jpg?v=1,293,924.0,FWD,20000,Autoshow,3.7,4.3,2.5,2.8,2.1,4.9,168.3,0.79,11.6,48.0,74,2015
479,482,RETRO HOT HATCH,Volkswagen,Golf GTI,1983,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_482.jpg?v=1,428,925.0,FWD,20000,Autoshow,4.2,3.9,3.5,3.3,2.4,5.0,189.6,0.82,8.117,26.256,112,1909
480,483,RETRO HOT HATCH,Volkswagen,Golf Gti 16v Mk2,1992,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_483.jpg?v=1,429,903.0,FWD,20000,Autoshow,4.6,4.4,3.4,2.5,2.4,4.9,206.2,0.81,8.117,23.818,139,2425
481,484,RETRO HOT HATCH,Volkswagen,Corrado VR6,1995,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_484.jpg?v=1,533,905.0,FWD,20000,Autoshow,5.4,4.8,3.6,3.3,2.8,5.0,238.5,0.86,7.316,19.1,178,2734
482,485,RETRO HOT HATCH,Volkswagen,GTI VR6 Mk3,1998,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_485.jpg?v=1,510,900.0,FWD,25000,Autoshow,5.1,4.6,3.7,2.8,2.8,5.1,227.1,0.85,7.117,20.518,172,2800
483,486,HOT HATCH,Volkswagen,Golf R32,2003,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_486.jpg?v=1,618,926.0,AWD,20000,Autoshow,5.6,5.3,5.0,5.4,3.6,5.4,250.0,0.9,5.8,14.4,241,3256
484,487,SUPER HOT HATCH,Volkswagen,Golf R,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_487.jpg?v=1,645,890.0,AWD,64000,Autoshow,5.8,5.7,5.0,3.2,3.5,5.5,259.6,0.91,5.7,14.0,267,3188
485,488,HOT HATCH,Volkswagen,Scirocco R,2011,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_488.jpg?v=1,663,913.0,FWD,45000,Autoshow,5.8,5.5,4.6,4.8,4.0,4.9,259.6,0.93,6.558,13.754,261,2963
486,489,SUPER HOT HATCH,Volkswagen,Golf R,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_489.jpg?v=1,663,884.0,AWD,50000,Autoshow,5.9,5.9,5.8,6.3,3.8,5.5,262.2,0.91,4.94,12.5,296,3254
487,490,RALLY MONSTERS,Volkswagen,#34 Volkswagen Andretti Rallycross Beetle,2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_490.jpg?v=1,851,907.0,AWD,500000,Autoshow,4.8,5.6,9.2,4.6,5.9,7.6,219.5,1.17,2.252,5.329,553,2668
488,491,CLASSIC RALLY,Volvo,242 Turbo Evolution,1983,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_491.jpg?v=1,548,945.0,RWD,45000,Autoshow,5.0,4.0,4.0,3.6,3.1,5.5,224.8,0.8,6.085,16.184,225,3175
489,492,RETRO SALOONS,Volvo,850 R,1997,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_492.jpg?v=1,511,941.0,FWD,25000,Autoshow,5.8,4.3,3.3,2.6,2.5,5.0,249.8,0.82,7.217,18.718,240,3230
490,493,SUPER SALOONS,Volvo,V60 Polestar,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_493.jpg?v=1,662,922.0,AWD,62000,Autoshow,6.1,5.9,5.5,3.6,3.9,5.1,270.9,0.91,5.0,13.3,346,3985
491,494,TRACK TOYS,VUHL,05RR,2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_494.jpg?v=1,886,986.0,RWD,100000,Autoshow,6.8,8.6,8.5,9.2,7.8,3.7,302.2,1.63,2.7,5.7,385,1598
492,495,PICK-UP & 4X4'S,WILLYS,MB Jeep,1945,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_495.jpg?v=1,198,952.0,AWD,40000,Autoshow,2.6,3.7,2.0,3.3,2.1,7.1,124.4,0.76,15.0,,60,2137
493,496,HYPERCARS,Zenvo,TSR-S,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_496.jpg?v=1,927,999.0,RWD,1200000,Autoshow,9.0,8.7,6.7,7.2,9.6,4.0,398.2,1.29,2.687,4.8,1177,3410
494,497,CLASSIC SPORTS CARS,Chevrolet,Corvette,1953,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_497.jpg?v=1,366,947.0,RWD,210000,Barn,3.6,4.0,2.3,1.1,2.0,5.6,166.7,0.77,10.983,29.0,160,2900
495,498,CLASSIC RACERS,Chevrolet,Corvette Forza Edition,1953,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_498.jpg?v=1,800,951.0,RWD,500000,Wheelspin,6.5,6.1,5.8,6.2,4.8,3.7,288.9,1.08,10.959,28.94,450,2205
496,499,RALLY MONSTERS,Exomotive,Exocet Off-Road Forza Edition,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_499.jpg?v=1,800,960.0,AWD,500000,Wheelspin,4.5,5.6,9.4,10.0,7.3,7.6,204.1,1.22,4.0,9.5,300,1499
497,500,EXTREME TRACK TOYS,Lamborghini,Sesto Elemento Forza Edition,2011,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_500.jpg?v=1,998,999.0,AWD,2750000,Wheelspin,8.4,10.0,10.0,10.0,10.0,5.1,369.0,1.83,2.477,5.2,638,2039
498,501,TRACK TOYS,Maserati,Gran Turismo S Forza Edition,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_501.jpg?v=1,900,966.0,RWD,500000,Wheelspin,7.9,8.9,6.7,7.3,9.6,3.8,345.4,1.32,4.558,11.444,603,3086
499,502,EXTREME TRACK TOYS,Mercedes-Benz,AMG CLK GTR Forza Edition,1998,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_502.jpg?v=1,998,999.0,RWD,2250000,Wheelspin,7.8,10.0,8.2,9.0,10.0,3.7,350.2,1.81,3.773,8.1,1000,2315
500,503,UNLIMITED OFFROAD,Mercedes-Benz,#24 Tankpool24 Racing Truck Forza Edition,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_503.jpg?v=1,800,855.0,AWD,750000,Wheelspin,6.1,3.3,8.8,10.0,5.3,9.7,274.6,0.93,5.178,13.611,1743,3685
501,504,TRACK TOYS,Meyers,Manx Forza Edition,1971,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_504.jpg?v=1,800,945.0,RWD,500000,Wheelspin,5.2,6.8,8.2,9.3,7.7,3.8,235.3,1.23,6.6,11.95,250,1102
502,505,TRACK TOYS,Morris,Minor 1000 Forza Edition,1953,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_505.jpg?v=1,800,945.0,RWD,500000,Wheelspin,4.9,6.4,5.9,6.3,6.4,2.9,221.3,1.11,7.817,31.183,308,1433
503,506,UNLIMITED OFFROAD,Nissan,Fairlady Z Forza Edition,2003,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_506.jpg?v=1,800,915.0,RWD,500000,Wheelspin,5.0,3.0,5.4,5.5,6.4,8.3,218.9,0.96,5.588,14.14,542,2756
